binary_sha256,boundary,byte_value_literal_tokens,codegen_units,count,distinct_payloads,expanded_text_proxy_bytes,final_binary_bytes,identity,logical_payload_bytes,lto,macho_data_const_bytes,macho_text_const_bytes,name,object_bytes,payload_occurrences_max,payload_occurrences_min,peak_rss_bytes,profile,repetition,representation,rlib_bytes,rmeta_bytes,size,source_bytes,target_tree_bytes,wall_seconds
712a2bc0766ae0570d104335779fd5c5ff28861c9ebedeec0140b791bedfc069,same,1,16,1,1,409603,594552,unique,102400,off,7232,114692,debug-byte-string-102400,2006952,1,1,139870208,dev,3,byte-string,0,3352,102400,2367,9552721,0.28
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1,16,1,1,4194307,1488192,unique,1048576,off,7112,1060212,repr-byte-string-1048576,0,1,1,147439616,release,1,byte-string,0,0,1048576,2368,4354208,0.29
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1,16,1,1,4194307,1488192,unique,1048576,off,7112,1060212,repr-byte-string-1048576,0,1,1,139476992,release,2,byte-string,0,0,1048576,2368,4354208,0.48
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1,16,1,1,4194307,1488192,unique,1048576,off,7112,1060212,repr-byte-string-1048576,0,1,1,141148160,release,3,byte-string,0,0,1048576,2368,4354208,0.5
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1048576,16,1,1,7340034,1488192,unique,1048576,off,7112,1060212,repr-per-byte-1048576,0,1,1,484737024,release,1,per-byte,0,0,1048576,2365,4354175,1.76
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1048576,16,1,1,7340034,1488192,unique,1048576,off,7112,1060212,repr-per-byte-1048576,0,1,1,490291200,release,2,per-byte,0,0,1048576,2365,4354175,1.69
d1e215bc356bbfd67bc9b65d52af37a236cc976a47d15c42abaf62a410e32560,same,1048576,16,1,1,7340034,1488192,unique,1048576,off,7112,1060212,repr-per-byte-1048576,0,1,1,493993984,release,3,per-byte,0,0,1048576,2365,4354175,1.68
b6b1a685148f4c1a3fdebd0e1828fb6b09e13aec4efb75396a91225c24fac339,same,1,16,1,1,4194307,1535800,unique,1048576,off,7232,1060868,debug-byte-string-1048576,3899352,1,1,138493952,dev,1,byte-string,0,3356,1048576,2368,14273873,0.3
5391ee0446e535610d25fc154ac4cc244d078a316c6da6098805ab8010ab4698,same,1,16,1,1,4194307,1535800,unique,1048576,off,7232,1060868,debug-byte-string-1048576,3899352,1,1,136200192,dev,2,byte-string,0,3356,1048576,2368,14273866,0.41
29bd0875a6ffe24e6eec9d56c44eba3271b6692d289e1cb9f9c1787fd5621b02,same,1,16,1,1,4194307,1535800,unique,1048576,off,7232,1060868,debug-byte-string-1048576,3899352,1,1,136986624,dev,3,byte-string,0,3356,1048576,2368,14273874,0.31
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,count-8-identical,0,8,8,139591680,release,1,byte-string,0,0,102400,3497,3892691,0.43
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,count-8-identical,0,8,8,143654912,release,2,byte-string,0,0,102400,3497,3892691,0.29
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,count-8-identical,0,8,8,143933440,release,3,byte-string,0,0,102400,3497,3892691,0.37
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,count-8-unique,0,1,1,142786560,release,1,byte-string,0,0,102400,3473,3892658,0.35
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,count-8-unique,0,1,1,142327808,release,2,byte-string,0,0,102400,3473,3892658,0.28
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,count-8-unique,0,1,1,139952128,release,3,byte-string,0,0,102400,3473,3892658,0.43
1033fb7fcf82acc93677ec7378ff3b7164a788bdfa9e4d05545ec49fc1970edc,same,32,16,32,1,13107296,1770912,identical,3276800,off,7112,1342836,count-32-identical,0,13,13,143278080,release,1,byte-string,0,0,102400,7428,4919582,0.36
1033fb7fcf82acc93677ec7378ff3b7164a788bdfa9e4d05545ec49fc1970edc,same,32,16,32,1,13107296,1770912,identical,3276800,off,7112,1342836,count-32-identical,0,13,13,143310848,release,2,byte-string,0,0,102400,7428,4919582,0.34
1033fb7fcf82acc93677ec7378ff3b7164a788bdfa9e4d05545ec49fc1970edc,same,32,16,32,1,13107296,1770912,identical,3276800,off,7112,1342836,count-32-identical,0,13,13,145670144,release,3,byte-string,0,0,102400,7428,4919582,0.33
7302907bb04a927fc7a3b4d78abb8e740ad3b9847768687c91c8e8365f6299d8,same,32,16,32,32,13107296,3735856,unique,3276800,off,7112,3288436,count-32-unique,0,1,1,159285248,release,1,byte-string,0,0,102400,7332,8849437,0.63
7302907bb04a927fc7a3b4d78abb8e740ad3b9847768687c91c8e8365f6299d8,same,32,16,32,32,13107296,3735856,unique,3276800,off,7112,3288436,count-32-unique,0,1,1,174555136,release,2,byte-string,0,0,102400,7332,8849437,0.33
7302907bb04a927fc7a3b4d78abb8e740ad3b9847768687c91c8e8365f6299d8,same,32,16,32,32,13107296,3735856,unique,3276800,off,7112,3288436,count-32-unique,0,1,1,175587328,release,3,byte-string,0,0,102400,7332,8849437,0.33
1afecab078e12d1cd3b87ea6152492c32bedbe4c8e339226f4d52c41f31453d5,same,8,16,8,1,3276824,1107464,identical,819200,off,7232,626692,boundary-same-dev-identical,3040424,6,6,139247616,dev,1,byte-string,0,3364,102400,3497,11655626,0.28
5c37d74c4d644777d07107d237d81b8404fbef17597605a1750ad2f6415cf0d5,same,8,16,8,1,3276824,1107464,identical,819200,off,7232,626692,boundary-same-dev-identical,3040424,6,6,144048128,dev,2,byte-string,0,3364,102400,3497,11655627,0.28
4e78ae93b3cd982c7b331480e1fb7efe3f5d074cb4eaa2bd8c811c3688db31f1,same,8,16,8,1,3276824,1107464,identical,819200,off,7232,626692,boundary-same-dev-identical,3040424,6,6,139837440,dev,3,byte-string,0,3364,102400,3497,11655628,0.28
65bd9ed1e2404d5cf4e7d8e75a88dd1f267cc656e9927e3c9a6e257082a00c91,same,8,16,8,8,3276824,1305512,unique,819200,off,7232,831492,boundary-same-dev-unique,3450040,1,1,142098432,dev,1,byte-string,0,3352,102400,3473,13178001,0.28
e0569fa2c1e82c4bed39621c93701f2647911f9cdc278acb98a077d014f612c1,same,8,16,8,8,3276824,1305512,unique,819200,off,7232,831492,boundary-same-dev-unique,3450040,1,1,140148736,dev,2,byte-string,0,3352,102400,3473,13177999,0.28
33ce6c6a21473ada9a923d081e6b82db2c0ff8d9d62208a95f7cdb9dbcfb2f70,same,8,16,8,8,3276824,1305512,unique,819200,off,7232,831492,boundary-same-dev-unique,3450040,1,1,140754944,dev,3,byte-string,0,3352,102400,3473,13178001,0.28
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,boundary-same-release-identical,0,8,8,149372928,release,1,byte-string,0,0,102400,3497,3892845,0.26
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,boundary-same-release-identical,0,8,8,148193280,release,2,byte-string,0,0,102400,3497,3892845,0.26
84a88a2026cba61674b1f64ad5a68fd4a47e6e0ff4d389d56685b3f18f0bceb5,same,8,16,8,1,3276824,1257472,identical,819200,off,7112,830836,boundary-same-release-identical,0,8,8,147636224,release,3,byte-string,0,0,102400,3497,3892845,0.26
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,boundary-same-release-unique,0,1,1,147488768,release,1,byte-string,0,0,102400,3473,3892812,0.26
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,boundary-same-release-unique,0,1,1,146489344,release,2,byte-string,0,0,102400,3473,3892812,0.26
ae4fd397c7a4475992281309a44221e187dd88cd755eb25423112300a65febfc,same,8,16,8,8,3276824,1257472,unique,819200,off,7112,830836,boundary-same-release-unique,0,1,1,149471232,release,3,byte-string,0,0,102400,3473,3892812,0.26
84a31af42d74e09d36d6fbb464edd795b58034f7ae2b4b94805577c12f90e762,cross,8,16,8,1,3276824,1310632,identical,819200,off,7232,831492,boundary-cross-dev-identical,3481768,8,8,139821056,dev,1,byte-string,1739264,44808,102400,3425,15206781,0.31
4070797d73cca8e3f11f7e10e607e88273f512bcb2c8f0d813a84ac69fce7c24,cross,8,16,8,1,3276824,1310632,identical,819200,off,7232,831492,boundary-cross-dev-identical,3481768,8,8,141344768,dev,2,byte-string,1739264,44808,102400,3425,15206778,0.31
716ead82d2303da0eaf253345b5bedc51703a2db9bad81e47005f574a92d1f1e,cross,8,16,8,1,3276824,1310632,identical,819200,off,7232,831492,boundary-cross-dev-identical,3481768,8,8,141115392,dev,3,byte-string,1739264,44808,102400,3425,15206776,0.31
4b15455341743cb2eb9a964a5642fb3c461e6e171e48ac317e4fde855a8f8d68,cross,8,16,8,8,3276824,1310488,unique,819200,off,7232,831492,boundary-cross-dev-unique,3481656,1,1,139902976,dev,1,byte-string,1739136,44700,102400,3401,15205751,0.31
f2010d6e78963cb917c6ece301303f0969f3d903c96f44e9622785445eb197ef,cross,8,16,8,8,3276824,1310488,unique,819200,off,7232,831492,boundary-cross-dev-unique,3481656,1,1,139788288,dev,2,byte-string,1739136,44700,102400,3401,15205748,0.31
69cd3ba5a285392153602277a7c5072dd5ba0afa85555e2ded3de787e00992d8,cross,8,16,8,8,3276824,1310488,unique,819200,off,7232,831492,boundary-cross-dev-unique,3481656,1,1,141869056,dev,3,byte-string,1739136,44700,102400,3401,15205751,0.31
91bd30cb5539765811b4fb0b67d7bdb47fc6090c75d16f67dba41b44994fe710,cross,8,16,8,1,3276824,1257792,identical,819200,off,7112,830836,boundary-cross-release-identical,0,8,8,148373504,release,1,byte-string,1710976,20896,102400,3425,5642608,0.29
91bd30cb5539765811b4fb0b67d7bdb47fc6090c75d16f67dba41b44994fe710,cross,8,16,8,1,3276824,1257792,identical,819200,off,7112,830836,boundary-cross-release-identical,0,8,8,147898368,release,2,byte-string,1710976,20896,102400,3425,5642608,0.29
91bd30cb5539765811b4fb0b67d7bdb47fc6090c75d16f67dba41b44994fe710,cross,8,16,8,1,3276824,1257792,identical,819200,off,7112,830836,boundary-cross-release-identical,0,8,8,146309120,release,3,byte-string,1710976,20896,102400,3425,5642608,0.29
143efaf950ac5e5a95d6c84015435bf755537d68e218450d24cf199b2a05eb3b,cross,8,16,8,8,3276824,1257792,unique,819200,off,7112,830836,boundary-cross-release-unique,0,1,1,147406848,release,1,byte-string,1710848,20848,102400,3401,5642231,0.29
143efaf950ac5e5a95d6c84015435bf755537d68e218450d24cf199b2a05eb3b,cross,8,16,8,8,3276824,1257792,unique,819200,off,7112,830836,boundary-cross-release-unique,0,1,1,148307968,release,2,byte-string,1710848,20848,102400,3401,5642231,0.29
143efaf950ac5e5a95d6c84015435bf755537d68e218450d24cf199b2a05eb3b,cross,8,16,8,8,3276824,1257792,unique,819200,off,7112,830836,boundary-cross-release-unique,0,1,1,149291008,release,3,byte-string,1710848,20848,102400,3401,5642231,0.29
722a1b2042c1673ef5a80179937b3ffe03af5245f99f7d52c647a3a80fb6aa2d,same,8,1,8,1,3276824,530368,identical,819200,off,7112,114036,config-same-cgu1-off,0,1,1,123011072,release,1,byte-string,0,0,102400,3497,2433842,0.33
722a1b2042c1673ef5a80179937b3ffe03af5245f99f7d52c647a3a80fb6aa2d,same,8,1,8,1,3276824,530368,identical,819200,off,7112,114036,config-same-cgu1-off,0,1,1,122978304,release,2,byte-string,0,0,102400,3497,2433842,0.34
722a1b2042c1673ef5a80179937b3ffe03af5245f99f7d52c647a3a80fb6aa2d,same,8,1,8,1,3276824,530368,identical,819200,off,7112,114036,config-same-cgu1-off,0,1,1,122945536,release,3,byte-string,0,0,102400,3497,2433842,0.34
916ecf15204b1bc05bc90bcda3613d5236347a483b7b4b56069ec3bbc4f2f274,same,8,16,8,1,3276824,1253520,identical,819200,thin,7000,830696,config-same-cgu16-thin,0,8,8,216416256,release,1,byte-string,0,0,102400,3497,3884812,1.67
916ecf15204b1bc05bc90bcda3613d5236347a483b7b4b56069ec3bbc4f2f274,same,8,16,8,1,3276824,1253520,identical,819200,thin,7000,830696,config-same-cgu16-thin,0,8,8,217088000,release,2,byte-string,0,0,102400,3497,3884812,1.66
916ecf15204b1bc05bc90bcda3613d5236347a483b7b4b56069ec3bbc4f2f274,same,8,16,8,1,3276824,1253520,identical,819200,thin,7000,830696,config-same-cgu16-thin,0,8,8,217104384,release,3,byte-string,0,0,102400,3497,3884812,1.67
bb276f2d14124bbaa4b5e7d8c3d7a886ab23fec2379bc997c162edb8572f0676,same,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-same-cgu1-fat,0,1,1,209453056,release,1,byte-string,0,0,102400,3497,2318581,1.73
bb276f2d14124bbaa4b5e7d8c3d7a886ab23fec2379bc997c162edb8572f0676,same,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-same-cgu1-fat,0,1,1,209108992,release,2,byte-string,0,0,102400,3497,2318581,1.75
bb276f2d14124bbaa4b5e7d8c3d7a886ab23fec2379bc997c162edb8572f0676,same,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-same-cgu1-fat,0,1,1,208437248,release,3,byte-string,0,0,102400,3497,2318581,1.72
622f46621149e36c2d7216582947438879284a4b9b8a07881ed44410c6965400,cross,8,1,8,1,3276824,1257744,identical,819200,off,7112,830836,config-cross-cgu1-off,0,8,8,122961920,release,1,byte-string,1710592,20720,102400,3425,5636533,0.34
622f46621149e36c2d7216582947438879284a4b9b8a07881ed44410c6965400,cross,8,1,8,1,3276824,1257744,identical,819200,off,7112,830836,config-cross-cgu1-off,0,8,8,122978304,release,2,byte-string,1710592,20720,102400,3425,5636533,0.35
622f46621149e36c2d7216582947438879284a4b9b8a07881ed44410c6965400,cross,8,1,8,1,3276824,1257744,identical,819200,off,7112,830836,config-cross-cgu1-off,0,8,8,123043840,release,3,byte-string,1710592,20720,102400,3425,5636533,0.34
1bc79b48dc5441602a805e157fd83ddd1e33e130f2ba5698f7646b66713c2cc8,cross,8,16,8,1,3276824,1253840,identical,819200,thin,7000,830696,config-cross-cgu16-thin,0,8,8,211550208,release,1,byte-string,1742080,20752,102400,3425,5665030,1.71
1bc79b48dc5441602a805e157fd83ddd1e33e130f2ba5698f7646b66713c2cc8,cross,8,16,8,1,3276824,1253840,identical,819200,thin,7000,830696,config-cross-cgu16-thin,0,8,8,210042880,release,2,byte-string,1742080,20752,102400,3425,5665030,1.71
1bc79b48dc5441602a805e157fd83ddd1e33e130f2ba5698f7646b66713c2cc8,cross,8,16,8,1,3276824,1253840,identical,819200,thin,7000,830696,config-cross-cgu16-thin,0,8,8,209862656,release,3,byte-string,1742080,20752,102400,3425,5665030,1.7
312032190f06200acf6dcea156924ac07a8221926a06dfa8628745501190c0aa,cross,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-cross-cgu1-fat,0,1,1,206798848,release,1,byte-string,1741952,20720,102400,3425,4097891,1.83
312032190f06200acf6dcea156924ac07a8221926a06dfa8628745501190c0aa,cross,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-cross-cgu1-fat,0,1,1,207011840,release,2,byte-string,1741952,20720,102400,3425,4097891,1.86
312032190f06200acf6dcea156924ac07a8221926a06dfa8628745501190c0aa,cross,8,1,8,1,3276824,472736,identical,819200,fat,7400,115072,config-cross-cgu1-fat,0,1,1,207437824,release,3,byte-string,1741952,20720,102400,3425,4097891,1.79
