position	rank	token_id	logit_hex	logit
2	11	320	0x416eb649	14.919503211975098
2	12	312	0x416d75ec	14.841289520263672
2	13	220	0x416ccfac	14.800701141357422
2	14	6328	0x416c1b03	14.75659465789795
2	15	1246	0x416b3996	14.701559066772461
2	16	4102	0x416b1172	14.69175910949707
2	17	38724	0x416b0c8b	14.69056224822998
2	18	11379	0x416a4eb9	14.644219398498535
2	19	25328	0x4168d776	14.552602767944336
2	20	2021	0x4166f506	14.434820175170898
2	21	15011	0x4166741b	14.403346061706543
2	22	11	0x4164760b	14.27881908416748
2	23	11244	0x4163930d	14.223401069641113
2	24	11722	0x416361a0	14.211334228515625
2	25	14093	0x4162f713	14.185320854187012
2	26	11980	0x4162f1e5	14.184056282043457
2	27	8664	0x4161eacc	14.119823455810547
2	28	323	0x41618582	14.095094680786133
2	29	282	0x41604928	14.017860412597656
2	30	978	0x416031be	14.012144088745117
2	31	18636	0x415f0972	13.93980598449707
3	0	34208	0x41b695e6	22.823192596435547
3	1	26005	0x41a69e90	20.827423095703125
3	2	7784	0x418d45c7	17.65907096862793
3	3	374	0x4189ee95	17.24149513244629
3	4	502	0x4188b178	17.086654663085938
3	5	198	0x41875e04	16.92090606689453
3	6	6157	0x41865075	16.78928565979004
3	7	29002	0x4185fea3	16.74933433532715
3	8	572	0x418537ad	16.652185440063477
3	9	83458	0x41838320	16.43902587890625
3	10	11	0x4181c836	16.222759246826172
3	11	320	0x417bf82e	15.748090744018555
3	12	8473	0x417ac7fa	15.673822402954102
3	13	10613	0x4178b498	15.544090270996094
3	14	4102	0x4177d7c4	15.490177154541016
3	15	220	0x41752bda	15.323205947875977
3	16	271	0x4174b1bf	15.293395042419434
3	17	624	0x4174a283	15.28967571258545
3	18	61820	0x417455fc	15.270992279052734
3	19	13	0x417364b7	15.212088584899902
3	20	1521	0x41725d6e	15.147809982299805
3	21	702	0x41720a2c	15.127483367919922
3	22	715	0x417101e7	15.06296443939209
3	23	10568	0x416fa447	14.977606773376465
3	24	916	0x416f33df	14.950163841247559
3	25	448	0x416f0922	14.939729690551758
3	26	323	0x416f0122	14.937776565551758
3	27	14858	0x416eae8b	14.91761302947998
3	28	3937	0x416df546	14.872381210327148
3	29	27783	0x416dc920	14.861602783203125
3	30	43296	0x416db479	14.856560707092285
3	31	319	0x416d1ba7	14.81925106048584
4	0	916	0x41b29ab0	22.325531005859375
4	1	198	0x418728ef	16.894987106323242
4	2	6157	0x41860bb2	16.75571060180664
4	3	13	0x418466f1	16.550264358520508
4	4	271	0x417fdcfb	15.991450309753418
4	5	311	0x417f843e	15.969785690307617
4	6	389	0x417dddb4	15.866626739501953
4	7	304	0x417a42c0	15.64129638671875
4	8	1948	0x4178ad72	15.54234504699707
4	9	279	0x417543f2	15.32908821105957
4	10	624	0x4172d67c	15.177364349365234
4	11	18512	0x41728547	15.157538414001465
4	12	382	0x41725142	15.144838333129883
4	13	4102	0x4172064d	15.126538276672363
4	14	320	0x41705a36	15.022024154663086
4	15	1918	0x416e70f0	14.902572631835938
4	16	1007	0x416e1d85	14.882206916809082
4	17	11	0x416dad02	14.854738235473633
4	18	2503	0x416b8a62	14.721284866333008
4	19	220	0x416aacdf	14.667204856872559
4	20	6065	0x4168fb76	14.561391830444336
4	21	1119	0x41686d84	14.526737213134766
4	22	3941	0x41686a02	14.525880813598633
4	23	10917	0x4167d3c8	14.489204406738281
4	24	2163	0x41676937	14.463187217712402
4	25	323	0x4165cb43	14.3621244430542
4	26	1526	0x4162f91d	14.185818672180176
4	27	1124	0x41616905	14.088139533996582
4	28	504	0x41616790	14.087783813476562
4	29	29257	0x415ff28f	13.996718406677246
4	30	18822	0x415f7027	13.96488094329834
4	31	25	0x415f12a0	13.942047119140625
5	0	279	0x41ad6055	21.67203712463379
5	1	264	0x418bae84	17.46021270751953
5	2	15678	0x41861965	16.762399673461914
5	3	320	0x4184d21a	16.602588653564453
5	4	198	0x41847532	16.55722427368164
5	5	220	0x417b16ca	15.693063735961914
5	6	5779	0x416f7ec1	14.968445777893066
5	7	2441	0x416cec03	14.80762004852295
5	8	13	0x416c7abd	14.7799654006958
5	9	1052	0x41664007	14.390631675720215
5	10	576	0x4162f7ef	14.185530662536621
5	11	25	0x4162b6aa	14.169595718383789
5	12	16217	0x415fff7a	13.999872207641602
5	13	4236	0x415f400e	13.95313835144043
5	14	11	0x415eb8e8	13.920143127441406
5	15	678	0x415869c1	13.525818824768066
5	16	1378	0x41585b34	13.522266387939453
5	17	271	0x4157a1c4	13.476993560791016
5	18	715	0x41559dc6	13.351018905639648
5	19	458	0x4154f21e	13.309110641479492
5	20	1449	0x4153bb47	13.233222007751465
5	21	79906	0x4150d9c0	13.05316162109375
5	22	510	0x415097a8	13.037025451660156
5	23	2326	0x415058b5	13.02165699005127
5	24	3044	0x414fe2b4	12.992847442626953
5	25	1008	0x414f76cd	12.966504096984863
5	26	44263	0x414cc98e	12.79920768737793
5	27	429	0x414c24fb	12.759028434753418
5	28	19227	0x414accd1	12.675004005432129
5	29	1817	0x4147513a	12.457330703735352
5	30	323	0x4146a414	12.415058135986328
5	31	8962	0x41463be6	12.389623641967773
6	0	15678	0x41c8aacc	25.083396911621094
6	1	44263	0x4189dd24	17.23297882080078
6	2	1293	0x41891e1b	17.139699935913086
6	3	220	0x41889dc6	17.077037811279297
6	4	6301	0x4187a9af	16.957853317260742
6	5	198	0x4186e79f	16.863096237182617
6	6	16217	0x41869d1c	16.82671356201172
6	7	5562	0x4186290a	16.770038604736328
6	8	5593	0x4185031c	16.62651824951172
6	9	3974	0x4182bd47	16.34242057800293
6	10	8664	0x41804e31	16.038179397583008
6	11	3070	0x417fc24e	15.98493766784668
6	12	38835	0x417f4e7f	15.956664085388184
6	13	17361	0x417e6b54	15.901203155517578
6	14	49013	0x417e1e0f	15.882338523864746
6	15	81793	0x417deaa5	15.869786262512207
6	16	11406	0x417d7d5a	15.843103408813477
6	17	320	0x417ae845	15.681706428527832
6	18	84121	0x4178ff33	15.562304496765137
6	19	35985	0x417747d4	15.455036163330078
6	20	4937	0x4176f371	15.434433937072754
6	21	326	0x41762e4f	15.386305809020996
6	22	1602	0x4175d1eb	15.363749504089355
6	23	12959	0x4175b7ad	15.357342720031738
6	24	64436	0x41740e15	15.253437995910645
6	25	444	0x41732c88	15.198371887207031
6	26	27539	0x41709a95	15.037739753723145
6	27	41627	0x41707a7c	15.029903411865234
6	28	27261	0x416f130d	14.942151069641113
6	29	4102	0x416e3524	14.88797378540039
6	30	2518	0x416d42c8	14.828804016113281
6	31	24650	0x416a822f	14.656783103942871
7	0	5562	0x41c0771a	24.058155059814453
7	1	12590	0x4192cf51	18.351228713989258
7	2	8251	0x418b1fe9	17.390581130981445
7	3	198	0x418a1793	17.261510848999023
7	4	30743	0x418786b0	16.940765380859375
7	5	320	0x418603cc	16.751853942871094
7	6	3070	0x4185bcad	16.717126846313477
7	7	14254	0x41856bef	16.677701950073242
7	8	220	0x4182a65e	16.331233978271484
7	9	1304	0x41819097	16.195600509643555
7	10	32671	0x41804b57	16.036787033081055
7	11	18457	0x417c69d6	15.775838851928711
7	12	35985	0x417c0738	15.751762390136719
7	13	9319	0x417b8587	15.720099449157715
7	14	271	0x417b3edd	15.702847480773926
7	15	1513	0x417ad4ec	15.676982879638672
7	16	2310	0x4179801a	15.593774795532227
7	17	8644	0x41774d97	15.456442832946777
7	18	2503	0x41772880	15.4473876953125
7	19	653	0x4176cbb4	15.424732208251953
7	20	38835	0x417526bd	15.3219575881958
7	21	11	0x41750634	15.314014434814453
7	22	62889	0x41749b04	15.287845611572266
7	23	62137	0x41747f9a	15.281152725219727
7	24	36089	0x4173d655	15.239827156066895
7	25	294	0x41734e74	15.206653594970703
7	26	15678	0x41726a94	15.151020050048828
7	27	2130	0x416f971c	14.97439193725586
7	28	13	0x416f61aa	14.961343765258789
7	29	38703	0x416e6927	14.90067195892334
7	30	7436	0x416d7c37	14.842825889587402
7	31	5593	0x416d69a0	14.838287353515625
8	0	13	0x41979b77	18.950910568237305
8	1	624	0x418ccaa8	17.598953247070312
8	2	382	0x418c5927	17.54353141784668
8	3	271	0x4184e6b4	16.612648010253906
8	4	198	0x418466b6	16.550151824951172
8	5	11	0x4173e5eb	15.243632316589355
8	6	1773	0x4166ac56	14.417074203491211
8	7	220	0x41662784	14.384647369384766
8	8	481	0x41657577	14.341177940368652
8	9	374	0x4164f9c6	14.310979843139648
8	10	760	0x4163e60d	14.243664741516113
8	11	576	0x4161faae	14.123701095581055
8	12	0	0x415f8213	13.969256401062012
8	13	659	0x415d7ec1	13.843445777893066
8	14	3407	0x415c2a4a	13.760324478149414
8	15	323	0x415bbc9c	13.73354721069336
8	16	8997	0x415b24f3	13.696520805358887
8	17	320	0x41595c9c	13.58510971069336
8	18	58883	0x4158989c	13.53725814819336
8	19	26	0x4154362b	13.263224601745605
8	20	25	0x4153e12d	13.242474555969238
8	21	2219	0x4153ddd9	13.24166202545166
8	22	4894	0x4151e384	13.118045806884766
8	23	448	0x4150634b	13.02424144744873
8	24	594	0x414fbab0	12.983078002929688
8	25	1112	0x414f6e72	12.96446418762207
8	26	304	0x414e8e52	12.909746170043945
8	27	1189	0x414e612a	12.898721694946289
8	28	3837	0x414d5e18	12.835472106933594
8	29	429	0x414c0d60	12.753265380859375
8	30	3263	0x414b7796	12.716695785522461
8	31	1365	0x414b698c	12.713268280029297
9	0	576	0x418c5593	17.541784286499023
9	1	220	0x4189e4e4	17.23676300048828
9	2	3555	0x4187edb6	16.991069793701172
9	3	1096	0x4184c0b0	16.594085693359375
9	4	32181	0x418311dc	16.38372039794922
9	5	15920	0x418198ed	16.199670791625977
9	6	758	0x417f62bf	15.961607933044434
9	7	715	0x4178cfed	15.550763130187988
9	8	106599	0x41778134	15.469043731689453
9	9	1416	0x4176426a	15.391214370727539
9	10	2980	0x41741526	15.255163192749023
9	11	105395	0x4172cf8d	15.175671577453613
9	12	2585	0x416f4c46	14.956121444702148
9	13	5692	0x416f3861	14.951264381408691
9	14	4710	0x416e904e	14.91023063659668
9	15	362	0x416debd1	14.870072364807129
9	16	6567	0x416daa62	14.854097366333008
9	17	8429	0x416c7ea0	14.780914306640625
9	18	4891	0x416c6480	14.7745361328125
9	19	1084	0x416c0d30	14.753219604492188
9	20	10236	0x416bc2a5	14.735020637512207
9	21	4695	0x416b673d	14.7127046585083
9	22	320	0x416a5bef	14.647444725036621
9	23	73562	0x4168cac8	14.549507141113281
9	24	99487	0x4165e851	14.369217872619629
9	25	1988	0x41659abc	14.350276947021484
9	26	6771	0x4164fb68	14.311378479003906
9	27	481	0x41641e5c	14.25741195678711
9	28	10967	0x4163a9b4	14.228931427001953
9	29	10479	0x41630424	14.18851089477539
9	30	1597	0x4162e8e3	14.181857109069824
9	31	22201	0x4162dc03	14.17871379852295
10	0	3974	0x41b4476c	22.534873962402344
10	1	5562	0x41b2267e	22.268795013427734
10	2	15678	0x41a9f9c9	21.246965408325195
10	3	38835	0x41a8fe58	21.124191284179688
10	4	2701	0x4198ce96	19.100872039794922
10	5	8251	0x41965a02	18.793949127197266
10	6	2518	0x4194f302	18.618656158447266
10	7	2805	0x4194e4ae	18.61166000366211
10	8	11652	0x419430ba	18.523792266845703
10	9	3409	0x41940b36	18.505474090576172
10	10	4937	0x4193f0f4	18.492652893066406
10	11	13876	0x4193ae06	18.459972381591797
10	12	6301	0x4193a018	18.453170776367188
10	13	4158	0x41923b64	18.27899932861328
10	14	1790	0x41908455	18.06461524963379
10	15	4244	0x419057fd	18.0429630279541
10	16	12590	0x418fc271	17.969942092895508
10	17	6303	0x418e9859	17.82438850402832
10	18	3405	0x418e7858	17.808761596679688
10	19	4226	0x418e0046	17.750133514404297
10	20	6176	0x418de151	17.735017776489258
10	21	2310	0x418d9c93	17.701452255249023
10	22	27699	0x418d38d2	17.65274429321289
10	23	59881	0x418d30e2	17.648868560791016
10	24	38703	0x418d0817	17.628950119018555
10	25	3100	0x418cfdaa	17.623859405517578
10	26	23694	0x418c697b	17.551504135131836
10	27	3364	0x418c2967	17.52021598815918
10	28	29362	0x418bfa6c	17.497276306152344
10	29	1697	0x418be4ae	17.48666000366211
10	30	2632	0x418b8536	17.440044403076172
10	31	11048	0x418b329c	17.39971160888672
11	0	13876	0x41afa4f0	21.955535888671875
11	1	323	0x419681a1	18.813295364379883
11	2	374	0x419408f2	18.50436782836914
11	3	38835	0x419314ed	18.385217666625977
11	4	11	0x41922ff4	18.273414611816406
11	5	5562	0x418dc957	17.723310470581055
11	6	6176	0x418afc8a	17.373310089111328
11	7	6303	0x41887efe	17.062007904052734
11	8	481	0x41853f6b	16.65596580505371
11	9	1558	0x4184bdda	16.592700958251953
11	10	320	0x4183f218	16.493209838867188
11	11	2518	0x41836d4c	16.428367614746094
11	12	1112	0x41821f26	16.265209197998047
11	13	3363	0x418176e6	16.183055877685547
11	14	220	0x418136b6	16.151714324951172
11	15	9864	0x4180f8d4	16.121498107910156
11	16	38724	0x418064e2	16.049259185791016
11	17	198	0x41805f2b	16.04646873474121
11	18	4158	0x41801da7	16.01447868347168
11	19	572	0x418017b8	16.011581420898438
11	20	8251	0x417ff49b	15.997218132019043
11	21	3691	0x417fd5eb	15.989726066589355
11	22	488	0x417d4c1e	15.831083297729492
11	23	825	0x417d39d4	15.826618194580078
11	24	25	0x417d20de	15.820524215698242
11	25	646	0x417d0da2	15.815828323364258
11	26	702	0x417b7fad	15.718670845031738
11	27	11958	0x417b2558	15.696617126464844
11	28	13753	0x417b15e8	15.692848205566406
11	29	13	0x4179436d	15.578961372375488
11	30	2503	0x4178eb96	15.557516098022461
11	31	10471	0x4178a28d	15.539685249328613
12	0	38835	0x41be58fd	23.7934513092041
12	1	5562	0x4199cdf8	19.225570678710938
12	2	8251	0x418caf7c	17.58568572998047
12	3	220	0x418be196	17.485149383544922
12	4	38724	0x418a7784	17.30835723876953
12	5	2503	0x4189202e	17.14071273803711
12	6	508	0x4187cf23	16.97614097595215
12	7	323	0x4186e889	16.863542556762695
12	8	35985	0x41866de0	16.80364990234375
12	9	320	0x41860e94	16.757118225097656
12	10	198	0x4185d4a6	16.728832244873047
12	11	8644	0x41847592	16.55740737915039
12	12	59881	0x418455c2	16.541873931884766
12	13	3070	0x4184209d	16.51592445373535
12	14	271	0x41841ada	16.513111114501953
12	15	374	0x4183d1f8	16.477523803710938
12	16	715	0x4183b3fb	16.462881088256836
12	17	30743	0x4182f430	16.369232177734375
12	18	3166	0x41815d8e	16.17068099975586
12	19	481	0x418142f2	16.15768814086914
12	20	13	0x418134dd	16.15081214904785
12	21	38703	0x41812c29	16.146562576293945
12	22	11	0x4180b1e6	16.086864471435547
12	23	1112	0x41806195	16.04764747619629
12	24	13282	0x41801caf	16.014005661010742
12	25	15223	0x41801b5c	16.01335906982422
12	26	11958	0x417f0501	15.938721656799316
12	27	11722	0x417eec47	15.932684898376465
12	28	32671	0x417d5faa	15.835855484008789
12	29	1304	0x417d133c	15.817195892333984
12	30	15011	0x417cfb98	15.811424255371094
12	31	18952	0x417c4346	15.766424179077148
13	0	34208	0x41b2596c	22.293663024902344
13	1	374	0x41a0b843	20.0899715423584
13	2	26005	0x419b920e	19.44631576538086
13	3	1558	0x4193990c	18.449729919433594
13	4	323	0x418f0f3a	17.882434844970703
13	5	13	0x418e9a16	17.825237274169922
13	6	8473	0x418de684	17.73755645751953
13	7	83458	0x418d8339	17.68907356262207
13	8	702	0x418cc2c8	17.595108032226562
13	9	646	0x418a8fa4	17.32013702392578
13	10	11	0x418a09d6	17.254802703857422
13	11	58118	0x4188c2fe	17.095211029052734
13	12	572	0x418862ea	17.048297882080078
13	13	502	0x41882646	17.018688201904297
13	14	1083	0x4186b387	16.83765983581543
13	15	6157	0x41866f79	16.80443000793457
13	16	3171	0x4185be80	16.718017578125
13	17	271	0x418518d6	16.637126922607422
13	18	1221	0x4184babc	16.59117889404297
13	19	49677	0x4184a1dc	16.57903289794922
13	20	32671	0x4183f77a	16.495838165283203
13	21	220	0x4183eac0	16.4896240234375
13	22	5780	0x4183ccb4	16.474952697753906
13	23	4157	0x4183bc02	16.466800689697266
13	24	382	0x4183b10e	16.46145248413086
13	25	320	0x4182d300	16.35302734375
13	26	30743	0x41822b18	16.271041870117188
13	27	1521	0x418223c9	16.267473220825195
13	28	65892	0x4181cc6a	16.224811553955078
13	29	3070	0x4181b2fd	16.2123966217041
13	30	916	0x4180f846	16.121227264404297
13	31	1304	0x4180e198	16.110153198242188
14	0	916	0x41bde1d5	23.73526954650879
14	1	13	0x41948de6	18.569286346435547
14	2	389	0x418a46bd	17.2845401763916
14	3	382	0x41890983	17.1296443939209
14	4	1119	0x41890562	17.127628326416016
14	5	1182	0x41873fe7	16.90620231628418
14	6	624	0x4187310d	16.898950576782227
14	7	6157	0x4186372c	16.776939392089844
14	8	320	0x41861d5b	16.764333724975586
14	9	220	0x4185e0f5	16.73484230041504
14	10	11	0x4185af08	16.710464477539062
14	11	304	0x4185893b	16.692007064819336
14	12	1112	0x41851316	16.634319305419922
14	13	1526	0x4184ea9d	16.61455726623535
14	14	279	0x4184d654	16.604652404785156
14	15	198	0x4184c7b8	16.597518920898438
14	16	3941	0x4182f9a9	16.371904373168945
14	17	311	0x4182a930	16.332611083984375
14	18	1212	0x4181c576	16.221416473388672
14	19	271	0x41819a13	16.200231552124023
14	20	10596	0x4180b85c	16.09001922607422
14	21	448	0x4180b01a	16.085987091064453
14	22	264	0x418043b0	16.033050537109375
14	23	4937	0x41803244	16.02454376220703
14	24	705	0x41802ce1	16.021913528442383
14	25	1549	0x417f8213	15.969256401062012
14	26	2503	0x417f0fb0	15.941329956054688
14	27	374	0x417d746a	15.840921401977539
14	28	481	0x417d51b0	15.832443237304688
14	29	32671	0x417ce65e	15.806241989135742
14	30	1304	0x417c8cf5	15.78441333770752
14	31	2163	0x417c5b72	15.77232551574707
15	0	279	0x41bc4f8a	23.538837432861328
15	1	264	0x419d8e81	19.694581985473633
15	2	13	0x4191db38	18.232040405273438
15	3	220	0x418d2f51	17.648103713989258
15	4	382	0x41888990	17.067169189453125
15	5	320	0x41887b4b	17.06020164489746
15	6	1128	0x41887937	17.059186935424805
15	7	624	0x41884000	17.03125
15	8	678	0x4186298e	16.77029037475586
15	9	2441	0x4183e5bc	16.48717498779297
15	10	576	0x4183d9b5	16.48130226135254
15	11	15678	0x41834cf0	16.412567138671875
15	12	1112	0x4181dc84	16.23267364501953
15	13	458	0x4181d87c	16.23070526123047
15	14	11	0x418142fc	16.15770721435547
15	15	198	0x417fb52a	15.981729507446289
15	16	892	0x417f6aba	15.963556289672852
15	17	1378	0x417d9faa	15.851480484008789
15	18	2326	0x417d04ee	15.813703536987305
15	19	2503	0x417ac37d	15.67272663116455
15	20	1449	0x417a5483	15.64563274383545
15	21	30743	0x41794b86	15.580938339233398
15	22	323	0x4178cc1d	15.549832344055176
15	23	419	0x417827d0	15.509719848632812
15	24	9338	0x4177d83c	15.490291595458984
15	25	1045	0x4176cf96	15.425680160522461
15	26	429	0x417638f6	15.388906478881836
15	27	806	0x41756e5d	15.339444160461426
15	28	2146	0x41745641	15.271058082580566
15	29	1657	0x417444fa	15.266839981079102
15	30	1817	0x41743c34	15.264698028564453
15	31	25	0x4173318a	15.199594497680664
16	0	15678	0x41b68df0	22.819305419921875
16	1	3974	0x419aa637	19.331159591674805
16	2	5562	0x4194a398	18.579879760742188
16	3	1304	0x41915908	18.168472290039062
16	4	4937	0x41910412	18.12698745727539
16	5	6301	0x418fb93b	17.965444564819336
16	6	30743	0x418eed24	17.86579132080078
16	7	6247	0x418cafa3	17.58576011657715
16	8	3070	0x418b0870	17.379119873046875
16	9	220	0x418a390c	17.277854919433594
16	10	32671	0x4189ebdc	17.24016571044922
16	11	320	0x4189e3a7	17.23615837097168
16	12	7436	0x4189e26d	17.235559463500977
16	13	716	0x41873be0	16.90423583984375
16	14	65892	0x4186f5b6	16.869976043701172
16	15	8251	0x41855b7c	16.66967010498047
16	16	8664	0x4184e8b6	16.613628387451172
16	17	2518	0x41848766	16.566112518310547
16	18	353	0x4183e456	16.486492156982422
16	19	13028	0x4183ddb8	16.483261108398438
16	20	19227	0x418307a6	16.378734588623047
16	21	1293	0x41823990	16.278106689453125
16	22	18514	0x4181ec7a	16.240467071533203
16	23	1112	0x4181b07a	16.211170196533203
16	24	70572	0x41818b11	16.192903518676758
16	25	13	0x4181866a	16.190631866455078
16	26	4158	0x4181620d	16.172876358032227
16	27	13753	0x41811e8e	16.13991928100586
16	28	81793	0x418102be	16.126338958740234
16	29	2503	0x4180e186	16.110118865966797
16	30	6303	0x417f6edd	15.964566230773926
16	31	23541	0x417f18e9	15.943581581115723
17	0	5562	0x41bc0d73	23.506567001342773
17	1	8251	0x419cd28c	19.602806091308594
17	2	1304	0x4194e10e	18.60988998413086
17	3	38835	0x419493e0	18.57220458984375
17	4	13	0x418f46ab	17.90950584411621
17	5	30743	0x418cb9b4	17.590675354003906
17	6	32671	0x418a7780	17.308349609375
17	7	220	0x418a2d62	17.272159576416016
17	8	320	0x4189ced5	17.22599220275879
17	9	3070	0x4188843a	17.064563751220703
17	10	23694	0x4187e6fa	16.987781524658203
17	11	7436	0x41879345	16.946908950805664
17	12	271	0x4186ad5a	16.834644317626953
17	13	2503	0x41853350	16.650054931640625
17	14	198	0x418455f8	16.541976928710938
17	15	35985	0x41842e06	16.522472381591797
17	16	36542	0x41840638	16.503036499023438
17	17	716	0x41835fe5	16.421823501586914
17	18	65892	0x41835b4d	16.419580459594727
17	19	382	0x41833ed9	16.40568733215332
17	20	8644	0x418327b7	16.394392013549805
17	21	59881	0x41822698	16.268844604492188
17	22	38724	0x4181dfc0	16.2342529296875
17	23	11244	0x41818859	16.19157600402832
17	24	15223	0x418151bc	16.16490936279297
17	25	11	0x41814ece	16.16347885131836
17	26	5468	0x4181060a	16.127948760986328
17	27	41189	0x4180f802	16.121097564697266
17	28	19362	0x4180183f	16.011838912963867
17	29	624	0x417fe71b	15.993922233581543
17	30	508	0x417f9b0f	15.975356101989746
17	31	659	0x417f4fa4	15.95694351196289
