# spike	reduction-dispatch-crossover
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	16
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# offline.metal	Apple metal version 32023.883 (metalfe-32023.883)
# offline.linker	AIR-LLD 32023.883 (metalfe-32023.883) (compatible with legacy metallib linker)
# offline.sdk	26.5 (25F70)
# selection.compile_flags	-target air64-apple-macos26.0 -std=metal4.0 -O2 -fmetal-math-mode=safe -fmetal-math-fp32-functions=precise -ffp-contract=off
# selection.link_flag_count	0
# device	Apple M4 Max
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# load_before	3.16 5.99 6.32
rows	contributors	elements	partitions	per_partition	strategy	encoders	widest_workgroup	threadgroup_bytes	stages	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	oracle
65536	16	1048576	4	4	serial-fold	2	1	0	1048576:1048576:1|65536:1048576:16	30	16	221.625	254.167	263.167	32.777	1003.041	1054.917	1110.708	37.004	52.0944	53.3833	4.6521	closed-form
65536	16	1048576	4	4	single-workgroup-tree	2	8	32	1048576:1048576:1|524288:1572864:10	30	16	323.000	346.875	355.334	8.544	2547.500	2601.375	2613.750	49.387	148.3000	150.3000	3.8621	closed-form
65536	16	1048576	4	4	multi-pass-split	3	1	0	1048576:1048576:1|262144:1048576:4|65536:262144:4	30	16	221.333	267.167	276.875	34.064	1223.875	1280.125	1351.708	47.942	66.8361	67.5305	5.4671	closed-form
65536	32	2097152	8	4	serial-fold	2	1	0	2097152:2097152:1|65536:2097152:32	30	16	259.334	277.458	294.458	11.876	1732.917	1828.083	1842.666	32.940	98.2389	103.3750	2.9877	closed-form
65536	32	2097152	8	4	single-workgroup-tree	2	16	64	2097152:2097152:1|1048576:3145728:18	30	16	353.542	369.917	391.875	13.352	3269.667	3366.750	3388.833	55.797	194.4083	199.7889	4.6099	closed-form
65536	32	2097152	8	4	multi-pass-split	3	1	0	2097152:2097152:1|524288:2097152:4|65536:524288:8	30	16	280.167	297.791	310.750	30.730	2018.375	2117.042	2145.042	39.295	115.8805	121.2834	4.6684	closed-form
65536	64	4194304	8	8	serial-fold	2	1	0	4194304:4194304:1|65536:4194304:64	30	16	372.291	399.084	420.208	43.133	3363.334	3452.875	3471.292	68.640	199.4029	203.5861	7.4516	closed-form
65536	64	4194304	8	8	single-workgroup-tree	2	32	128	4194304:4194304:1|2097152:6291456:34	30	16	490.292	519.667	528.458	14.507	5284.458	5376.584	5405.292	48.121	319.6111	323.7945	4.1752	closed-form
65536	64	4194304	8	8	multi-pass-split	3	1	0	4194304:4194304:1|524288:4194304:8|65536:524288:8	30	16	392.166	408.084	449.083	62.441	3465.625	3579.667	3609.708	71.688	204.8973	211.4389	8.9419	closed-form
65536	128	8388608	16	8	serial-fold	2	1	0	8388608:8388608:1|65536:8388608:128	30	16	589.500	636.250	717.375	47.824	6785.333	6965.208	7015.917	64.524	413.0555	421.9305	7.4899	closed-form
65536	128	8388608	16	8	single-workgroup-tree	2	64	256	8388608:8388608:1|4194304:12582912:66	30	16	631.583	721.375	749.166	62.988	7239.416	7337.958	7515.666	103.481	440.5222	441.1055	11.0979	closed-form
65536	128	8388608	16	8	multi-pass-split	3	1	0	8388608:8388608:1|1048576:8388608:8|65536:1048576:16	30	16	608.750	701.875	733.708	46.580	6862.666	7111.917	7170.167	76.825	416.9277	427.3361	8.2270	closed-form
65536	256	16777216	16	16	serial-fold	2	1	0	16777216:16777216:1|65536:16777216:256	30	16	1068.458	1104.708	1163.209	53.986	13836.458	13995.167	14044.750	72.864	851.2000	859.3639	8.4566	closed-form
65536	256	16777216	16	16	single-workgroup-tree	2	128	512	16777216:16777216:1|8388608:25165824:130	30	16	1443.583	1519.500	1547.292	48.501	20357.084	20399.292	20432.875	29.115	1260.9001	1258.6528	5.1744	closed-form
65536	256	16777216	16	16	multi-pass-split	3	1	0	16777216:16777216:1|1048576:16777216:16|65536:1048576:16	30	16	1034.083	1090.709	1148.083	43.626	13460.917	13593.458	13647.792	79.979	828.4556	833.5166	8.2403	closed-form
262144	4	1048576	2	2	serial-fold	2	1	0	1048576:1048576:1|262144:1048576:4	30	16	227.958	264.959	281.125	20.625	1138.667	1210.625	1256.292	39.157	60.7139	63.0444	3.9855	closed-form
262144	4	1048576	2	2	single-workgroup-tree	2	2	16	1048576:1048576:1|524288:1572864:4	30	16	631.834	719.334	796.958	61.171	7565.833	7616.875	7672.959	31.474	462.2666	459.8361	6.1764	closed-form
262144	4	1048576	2	2	multi-pass-split	3	1	0	1048576:1048576:1|524288:1048576:2|262144:524288:2	30	16	249.000	295.458	306.417	38.501	1518.708	1607.875	1660.208	38.760	84.6472	87.4945	5.1507	closed-form
262144	16	4194304	4	4	serial-fold	2	1	0	4194304:4194304:1|262144:4194304:16	30	16	389.500	419.000	427.334	23.910	3367.208	3457.209	3488.583	51.889	198.5139	202.5473	5.0533	closed-form
262144	16	4194304	4	4	single-workgroup-tree	2	8	32	4194304:4194304:1|2097152:6291456:10	30	16	792.750	899.375	915.125	42.264	9505.833	9614.083	9634.417	58.029	580.8722	580.9805	6.6862	closed-form
262144	16	4194304	4	4	multi-pass-split	3	1	0	4194304:4194304:1|1048576:4194304:4|262144:1048576:4	30	16	411.625	449.750	460.291	26.622	3778.542	3903.209	3923.042	44.776	224.4611	230.2306	4.7599	closed-form
262144	32	8388608	8	4	serial-fold	2	1	0	8388608:8388608:1|262144:8388608:32	30	16	636.125	760.792	772.917	65.771	7221.875	7342.333	7386.083	58.631	439.0500	438.7694	8.2935	closed-form
262144	32	8388608	8	4	single-workgroup-tree	2	16	64	8388608:8388608:1|4194304:12582912:18	30	16	956.750	1034.791	1087.000	58.444	12257.875	12351.042	12385.084	48.498	753.4083	754.4167	7.1294	closed-form
262144	32	8388608	8	4	multi-pass-split	3	1	0	8388608:8388608:1|2097152:8388608:4|262144:2097152:8	30	16	646.750	774.333	785.334	54.897	7348.833	7489.333	7546.458	54.692	446.8055	447.6667	7.3060	closed-form
262144	64	16777216	8	8	serial-fold	2	1	0	16777216:16777216:1|262144:16777216:64	30	16	1047.750	1119.250	1181.500	49.699	13604.250	13860.750	13903.958	78.322	837.1000	849.4333	8.5347	closed-form
262144	64	16777216	8	8	single-workgroup-tree	2	32	128	16777216:16777216:1|8388608:25165824:34	30	16	1457.334	1526.291	1580.959	44.895	20211.292	20241.292	20428.250	93.996	1250.2639	1247.6667	9.2594	closed-form
262144	64	16777216	8	8	multi-pass-split	3	1	0	16777216:16777216:1|2097152:16777216:8|262144:2097152:8	30	16	1045.083	1138.584	1191.125	54.353	13876.000	14024.041	14040.833	45.708	855.3945	859.0305	6.6707	closed-form

# cells	92
# load_after	2.29 5.39 6.09
